delta,interval_type,date_time (start),date_time (end)
168.0,base,2023-02-04 17:05:26+00:00,2023-02-11 17:05:26+00:00
336.0,low,2023-02-11 17:05:26+00:00,2023-02-25 17:05:26+00:00
168.0,base,2023-02-25 17:05:26+00:00,2023-03-04 17:05:26+00:00
168.0,base,2023-03-04 17:05:26+00:00,2023-03-11 17:05:26+00:00
168.0,base,2023-03-11 17:05:26+00:00,2023-03-18 17:05:26+00:00
168.0,base,2023-03-18 17:05:26+00:00,2023-03-25 17:05:26+00:00
168.0,base,2023-03-25 17:05:26+00:00,2023-04-01 17:05:26+00:00
168.0,base,2023-04-01 17:05:26+00:00,2023-04-08 17:05:26+00:00
168.0,base,2023-04-08 17:05:26+00:00,2023-04-15 17:05:26+00:00
168.0,base,2023-04-15 17:05:26+00:00,2023-04-22 17:05:26+00:00
336.0,low,2023-04-22 17:05:26+00:00,2023-05-06 17:05:26+00:00
336.0,low,2023-05-06 17:05:26+00:00,2023-05-20 17:05:26+00:00
336.0,low,2023-05-20 17:05:26+00:00,2023-06-03 17:05:26+00:00
336.0,low,2023-06-03 17:05:26+00:00,2023-06-17 17:05:26+00:00
336.0,low,2023-06-17 17:05:26+00:00,2023-07-01 17:05:26+00:00
336.0,low,2023-07-01 17:05:26+00:00,2023-07-15 17:05:26+00:00
336.0,low,2023-07-15 17:05:26+00:00,2023-07-29 17:05:26+00:00
336.0,low,2023-07-29 17:05:26+00:00,2023-08-12 17:05:26+00:00
336.0,low,2023-08-12 17:05:26+00:00,2023-08-26 17:05:26+00:00
336.0,low,2023-08-26 17:05:26+00:00,2023-09-09 17:05:26+00:00
336.0,low,2023-09-09 17:05:26+00:00,2023-09-23 17:05:26+00:00
336.0,low,2023-09-23 17:05:26+00:00,2023-10-07 17:05:26+00:00
336.0,low,2023-10-07 17:05:26+00:00,2023-10-21 17:05:26+00:00
336.0,low,2023-10-21 17:05:26+00:00,2023-11-04 17:05:26+00:00
336.0,low,2023-11-04 17:05:26+00:00,2023-11-18 17:05:26+00:00
336.0,low,2023-11-18 17:05:26+00:00,2023-12-02 17:05:26+00:00
336.0,low,2023-12-02 17:05:26+00:00,2023-12-16 17:05:26+00:00
336.0,low,2023-12-16 17:05:26+00:00,2023-12-30 17:05:26+00:00
336.0,low,2023-12-30 17:05:26+00:00,2024-01-13 17:05:26+00:00
168.0,base,2024-01-13 17:05:26+00:00,2024-01-20 17:05:26+00:00
168.0,base,2024-01-20 17:05:26+00:00,2024-01-27 17:05:26+00:00
24.0,high,2024-01-27 17:05:26+00:00,2024-01-28 17:05:26+00:00
24.0,high,2024-01-28 17:05:26+00:00,2024-01-29 17:05:26+00:00
24.0,high,2024-01-29 17:05:26+00:00,2024-01-30 17:05:26+00:00
24.0,high,2024-01-30 17:05:26+00:00,2024-01-31 17:05:26+00:00
24.0,high,2024-01-31 17:05:26+00:00,2024-02-01 17:05:26+00:00
24.0,high,2024-02-01 17:05:26+00:00,2024-02-02 17:05:26+00:00
24.0,high,2024-02-02 17:05:26+00:00,2024-02-03 17:05:26+00:00
24.0,high,2024-02-03 17:05:26+00:00,2024-02-04 17:05:26+00:00
24.0,high,2024-02-04 17:05:26+00:00,2024-02-05 17:05:26+00:00
168.0,base,2024-02-05 17:05:26+00:00,2024-02-12 17:05:26+00:00
168.0,base,2024-02-12 17:05:26+00:00,2024-02-19 17:05:26+00:00
168.0,base,2024-02-19 17:05:26+00:00,2024-02-26 17:05:26+00:00
336.0,low,2024-02-26 17:05:26+00:00,2024-03-11 17:05:26+00:00
336.0,low,2024-03-11 17:05:26+00:00,2024-03-25 17:05:26+00:00
168.0,base,2024-03-25 17:05:26+00:00,2024-04-01 17:05:26+00:00
24.0,high,2024-04-01 17:05:26+00:00,2024-04-02 17:05:26+00:00
24.0,high,2024-04-02 17:05:26+00:00,2024-04-03 17:05:26+00:00
24.0,high,2024-04-03 17:05:26+00:00,2024-04-04 17:05:26+00:00
24.0,high,2024-04-04 17:05:26+00:00,2024-04-05 17:05:26+00:00
24.0,high,2024-04-05 17:05:26+00:00,2024-04-06 17:05:26+00:00
24.0,high,2024-04-06 17:05:26+00:00,2024-04-07 17:05:26+00:00
24.0,high,2024-04-07 17:05:26+00:00,2024-04-08 17:05:26+00:00
24.0,high,2024-04-08 17:05:26+00:00,2024-04-09 17:05:26+00:00
24.0,high,2024-04-09 17:05:26+00:00,2024-04-10 17:05:26+00:00
24.0,high,2024-04-10 17:05:26+00:00,2024-04-11 17:05:26+00:00
24.0,high,2024-04-11 17:05:26+00:00,2024-04-12 17:05:26+00:00
168.0,base,2024-04-12 17:05:26+00:00,2024-04-19 17:05:26+00:00
168.0,base,2024-04-19 17:05:26+00:00,2024-04-26 17:05:26+00:00
168.0,base,2024-04-26 17:05:26+00:00,2024-05-03 17:05:26+00:00
168.0,base,2024-05-03 17:05:26+00:00,2024-05-10 17:05:26+00:00
24.0,high,2024-05-10 17:05:26+00:00,2024-05-11 17:05:26+00:00
24.0,high,2024-05-11 17:05:26+00:00,2024-05-12 17:05:26+00:00
24.0,high,2024-05-12 17:05:26+00:00,2024-05-13 17:05:26+00:00
24.0,high,2024-05-13 17:05:26+00:00,2024-05-14 17:05:26+00:00
24.0,high,2024-05-14 17:05:26+00:00,2024-05-15 17:05:26+00:00
24.0,high,2024-05-15 17:05:26+00:00,2024-05-16 17:05:26+00:00
24.0,high,2024-05-16 17:05:26+00:00,2024-05-17 17:05:26+00:00
24.0,high,2024-05-17 17:05:26+00:00,2024-05-18 17:05:26+00:00
24.0,high,2024-05-18 17:05:26+00:00,2024-05-19 17:05:26+00:00
24.0,high,2024-05-19 17:05:26+00:00,2024-05-20 17:05:26+00:00
24.0,high,2024-05-20 17:05:26+00:00,2024-05-21 17:05:26+00:00
24.0,high,2024-05-21 17:05:26+00:00,2024-05-22 17:05:26+00:00
24.0,high,2024-05-22 17:05:26+00:00,2024-05-23 17:05:26+00:00
24.0,high,2024-05-23 17:05:26+00:00,2024-05-24 17:05:26+00:00
24.0,high,2024-05-24 17:05:26+00:00,2024-05-25 17:05:26+00:00
24.0,high,2024-05-25 17:05:26+00:00,2024-05-26 17:05:26+00:00
24.0,high,2024-05-26 17:05:26+00:00,2024-05-27 17:05:26+00:00
24.0,high,2024-05-27 17:05:26+00:00,2024-05-28 17:05:26+00:00
24.0,high,2024-05-28 17:05:26+00:00,2024-05-29 17:05:26+00:00
24.0,high,2024-05-29 17:05:26+00:00,2024-05-30 17:05:26+00:00
24.0,high,2024-05-30 17:05:26+00:00,2024-05-31 17:05:26+00:00
24.0,high,2024-05-31 17:05:26+00:00,2024-06-01 17:05:26+00:00
24.0,high,2024-06-01 17:05:26+00:00,2024-06-02 17:05:26+00:00
24.0,high,2024-06-02 17:05:26+00:00,2024-06-03 17:05:26+00:00
24.0,high,2024-06-03 17:05:26+00:00,2024-06-04 17:05:26+00:00
24.0,high,2024-06-04 17:05:26+00:00,2024-06-05 17:05:26+00:00
24.0,high,2024-06-05 17:05:26+00:00,2024-06-06 17:05:26+00:00
24.0,high,2024-06-06 17:05:26+00:00,2024-06-07 17:05:26+00:00
24.0,high,2024-06-07 17:05:26+00:00,2024-06-08 17:05:26+00:00
24.0,high,2024-06-08 17:05:26+00:00,2024-06-09 17:05:26+00:00
24.0,high,2024-06-09 17:05:26+00:00,2024-06-10 17:05:26+00:00
24.0,high,2024-06-10 17:05:26+00:00,2024-06-11 17:05:26+00:00
24.0,high,2024-06-11 17:05:26+00:00,2024-06-12 17:05:26+00:00
24.0,high,2024-06-12 17:05:26+00:00,2024-06-13 17:05:26+00:00
24.0,high,2024-06-13 17:05:26+00:00,2024-06-14 17:05:26+00:00
24.0,high,2024-06-14 17:05:26+00:00,2024-06-15 17:05:26+00:00
24.0,high,2024-06-15 17:05:26+00:00,2024-06-16 17:05:26+00:00
24.0,high,2024-06-16 17:05:26+00:00,2024-06-17 17:05:26+00:00
24.0,high,2024-06-17 17:05:26+00:00,2024-06-18 17:05:26+00:00
24.0,high,2024-06-18 17:05:26+00:00,2024-06-19 17:05:26+00:00
24.0,high,2024-06-19 17:05:26+00:00,2024-06-20 17:05:26+00:00
24.0,high,2024-06-20 17:05:26+00:00,2024-06-21 17:05:26+00:00
24.0,high,2024-06-21 17:05:26+00:00,2024-06-22 17:05:26+00:00
24.0,high,2024-06-22 17:05:26+00:00,2024-06-23 17:05:26+00:00
24.0,high,2024-06-23 17:05:26+00:00,2024-06-24 17:05:26+00:00
24.0,high,2024-06-24 17:05:26+00:00,2024-06-25 17:05:26+00:00
24.0,high,2024-06-25 17:05:26+00:00,2024-06-26 17:05:26+00:00
24.0,high,2024-06-26 17:05:26+00:00,2024-06-27 17:05:26+00:00
24.0,high,2024-06-27 17:05:26+00:00,2024-06-28 17:05:26+00:00
24.0,high,2024-06-28 17:05:26+00:00,2024-06-29 17:05:26+00:00
24.0,high,2024-06-29 17:05:26+00:00,2024-06-30 17:05:26+00:00
24.0,high,2024-06-30 17:05:26+00:00,2024-07-01 17:05:26+00:00
24.0,high,2024-07-01 17:05:26+00:00,2024-07-02 17:05:26+00:00
24.0,high,2024-07-02 17:05:26+00:00,2024-07-03 17:05:26+00:00
24.0,high,2024-07-03 17:05:26+00:00,2024-07-04 17:05:26+00:00
24.0,high,2024-07-04 17:05:26+00:00,2024-07-05 17:05:26+00:00
24.0,high,2024-07-05 17:05:26+00:00,2024-07-06 17:05:26+00:00
24.0,high,2024-07-06 17:05:26+00:00,2024-07-07 17:05:26+00:00
24.0,high,2024-07-07 17:05:26+00:00,2024-07-08 17:05:26+00:00
24.0,high,2024-07-08 17:05:26+00:00,2024-07-09 17:05:26+00:00
24.0,high,2024-07-09 17:05:26+00:00,2024-07-10 17:05:26+00:00
24.0,high,2024-07-10 17:05:26+00:00,2024-07-11 17:05:26+00:00
24.0,high,2024-07-11 17:05:26+00:00,2024-07-12 17:05:26+00:00
24.0,high,2024-07-12 17:05:26+00:00,2024-07-13 17:05:26+00:00
24.0,high,2024-07-13 17:05:26+00:00,2024-07-14 17:05:26+00:00
24.0,high,2024-07-14 17:05:26+00:00,2024-07-15 17:05:26+00:00
24.0,high,2024-07-15 17:05:26+00:00,2024-07-16 17:05:26+00:00
24.0,high,2024-07-16 17:05:26+00:00,2024-07-17 17:05:26+00:00
24.0,high,2024-07-17 17:05:26+00:00,2024-07-18 17:05:26+00:00
24.0,high,2024-07-18 17:05:26+00:00,2024-07-19 17:05:26+00:00
24.0,high,2024-07-19 17:05:26+00:00,2024-07-20 17:05:26+00:00
24.0,high,2024-07-20 17:05:26+00:00,2024-07-21 17:05:26+00:00
24.0,high,2024-07-21 17:05:26+00:00,2024-07-22 17:05:26+00:00
24.0,high,2024-07-22 17:05:26+00:00,2024-07-23 17:05:26+00:00
24.0,high,2024-07-23 17:05:26+00:00,2024-07-24 17:05:26+00:00
24.0,high,2024-07-24 17:05:26+00:00,2024-07-25 17:05:26+00:00
24.0,high,2024-07-25 17:05:26+00:00,2024-07-26 17:05:26+00:00
24.0,high,2024-07-26 17:05:26+00:00,2024-07-27 17:05:26+00:00
24.0,high,2024-07-27 17:05:26+00:00,2024-07-28 17:05:26+00:00
24.0,high,2024-07-28 17:05:26+00:00,2024-07-29 17:05:26+00:00
24.0,high,2024-07-29 17:05:26+00:00,2024-07-30 17:05:26+00:00
24.0,high,2024-07-30 17:05:26+00:00,2024-07-31 17:05:26+00:00
24.0,high,2024-07-31 17:05:26+00:00,2024-08-01 17:05:26+00:00
24.0,high,2024-08-01 17:05:26+00:00,2024-08-02 17:05:26+00:00
24.0,high,2024-08-02 17:05:26+00:00,2024-08-03 17:05:26+00:00
24.0,high,2024-08-03 17:05:26+00:00,2024-08-04 17:05:26+00:00
24.0,high,2024-08-04 17:05:26+00:00,2024-08-05 17:05:26+00:00
24.0,high,2024-08-05 17:05:26+00:00,2024-08-06 17:05:26+00:00
24.0,high,2024-08-06 17:05:26+00:00,2024-08-07 17:05:26+00:00
24.0,high,2024-08-07 17:05:26+00:00,2024-08-08 17:05:26+00:00
24.0,high,2024-08-08 17:05:26+00:00,2024-08-09 17:05:26+00:00
24.0,high,2024-08-09 17:05:26+00:00,2024-08-10 17:05:26+00:00
24.0,high,2024-08-10 17:05:26+00:00,2024-08-11 17:05:26+00:00
24.0,high,2024-08-11 17:05:26+00:00,2024-08-12 17:05:26+00:00
24.0,high,2024-08-12 17:05:26+00:00,2024-08-13 17:05:26+00:00
24.0,high,2024-08-13 17:05:26+00:00,2024-08-14 17:05:26+00:00
24.0,high,2024-08-14 17:05:26+00:00,2024-08-15 17:05:26+00:00
24.0,high,2024-08-15 17:05:26+00:00,2024-08-16 17:05:26+00:00
24.0,high,2024-08-16 17:05:26+00:00,2024-08-17 17:05:26+00:00
24.0,high,2024-08-17 17:05:26+00:00,2024-08-18 17:05:26+00:00
24.0,high,2024-08-18 17:05:26+00:00,2024-08-19 17:05:26+00:00
24.0,high,2024-08-19 17:05:26+00:00,2024-08-20 17:05:26+00:00
24.0,high,2024-08-20 17:05:26+00:00,2024-08-21 17:05:26+00:00
24.0,high,2024-08-21 17:05:26+00:00,2024-08-22 17:05:26+00:00
24.0,high,2024-08-22 17:05:26+00:00,2024-08-23 17:05:26+00:00
24.0,high,2024-08-23 17:05:26+00:00,2024-08-24 17:05:26+00:00
24.0,high,2024-08-24 17:05:26+00:00,2024-08-25 17:05:26+00:00
24.0,high,2024-08-25 17:05:26+00:00,2024-08-26 17:05:26+00:00
24.0,high,2024-08-26 17:05:26+00:00,2024-08-27 17:05:26+00:00
24.0,high,2024-08-27 17:05:26+00:00,2024-08-28 17:05:26+00:00
24.0,high,2024-08-28 17:05:26+00:00,2024-08-29 17:05:26+00:00
24.0,high,2024-08-29 17:05:26+00:00,2024-08-30 17:05:26+00:00
24.0,high,2024-08-30 17:05:26+00:00,2024-08-31 17:05:26+00:00
24.0,high,2024-08-31 17:05:26+00:00,2024-09-01 17:05:26+00:00
24.0,high,2024-09-01 17:05:26+00:00,2024-09-02 17:05:26+00:00
24.0,high,2024-09-02 17:05:26+00:00,2024-09-03 17:05:26+00:00
24.0,high,2024-09-03 17:05:26+00:00,2024-09-04 17:05:26+00:00
24.0,high,2024-09-04 17:05:26+00:00,2024-09-05 17:05:26+00:00
24.0,high,2024-09-05 17:05:26+00:00,2024-09-06 17:05:26+00:00
24.0,high,2024-09-06 17:05:26+00:00,2024-09-07 17:05:26+00:00
24.0,high,2024-09-07 17:05:26+00:00,2024-09-08 17:05:26+00:00
24.0,high,2024-09-08 17:05:26+00:00,2024-09-09 17:05:26+00:00
24.0,high,2024-09-09 17:05:26+00:00,2024-09-10 17:05:26+00:00
24.0,high,2024-09-10 17:05:26+00:00,2024-09-11 17:05:26+00:00
24.0,high,2024-09-11 17:05:26+00:00,2024-09-12 17:05:26+00:00
24.0,high,2024-09-12 17:05:26+00:00,2024-09-13 17:05:26+00:00
24.0,high,2024-09-13 17:05:26+00:00,2024-09-14 17:05:26+00:00
24.0,high,2024-09-14 17:05:26+00:00,2024-09-15 17:05:26+00:00
24.0,high,2024-09-15 17:05:26+00:00,2024-09-16 17:05:26+00:00
24.0,high,2024-09-16 17:05:26+00:00,2024-09-17 17:05:26+00:00
24.0,high,2024-09-17 17:05:26+00:00,2024-09-18 17:05:26+00:00
24.0,high,2024-09-18 17:05:26+00:00,2024-09-19 17:05:26+00:00
24.0,high,2024-09-19 17:05:26+00:00,2024-09-20 17:05:26+00:00
24.0,high,2024-09-20 17:05:26+00:00,2024-09-21 17:05:26+00:00
24.0,high,2024-09-21 17:05:26+00:00,2024-09-22 17:05:26+00:00
24.0,high,2024-09-22 17:05:26+00:00,2024-09-23 17:05:26+00:00
24.0,high,2024-09-23 17:05:26+00:00,2024-09-24 17:05:26+00:00
24.0,high,2024-09-24 17:05:26+00:00,2024-09-25 17:05:26+00:00
24.0,high,2024-09-25 17:05:26+00:00,2024-09-26 17:05:26+00:00
24.0,high,2024-09-26 17:05:26+00:00,2024-09-27 17:05:26+00:00
24.0,high,2024-09-27 17:05:26+00:00,2024-09-28 17:05:26+00:00
24.0,high,2024-09-28 17:05:26+00:00,2024-09-29 17:05:26+00:00
24.0,high,2024-09-29 17:05:26+00:00,2024-09-30 17:05:26+00:00
24.0,high,2024-09-30 17:05:26+00:00,2024-10-01 17:05:26+00:00
24.0,high,2024-10-01 17:05:26+00:00,2024-10-02 17:05:26+00:00
24.0,high,2024-10-02 17:05:26+00:00,2024-10-03 17:05:26+00:00
24.0,high,2024-10-03 17:05:26+00:00,2024-10-04 17:05:26+00:00
24.0,high,2024-10-04 17:05:26+00:00,2024-10-05 17:05:26+00:00
24.0,high,2024-10-05 17:05:26+00:00,2024-10-06 17:05:26+00:00
24.0,high,2024-10-06 17:05:26+00:00,2024-10-07 17:05:26+00:00
24.0,high,2024-10-07 17:05:26+00:00,2024-10-08 17:05:26+00:00
24.0,high,2024-10-08 17:05:26+00:00,2024-10-09 17:05:26+00:00
24.0,high,2024-10-09 17:05:26+00:00,2024-10-10 17:05:26+00:00
168.0,base,2024-10-10 17:05:26+00:00,2024-10-17 17:05:26+00:00
24.0,high,2024-10-17 17:05:26+00:00,2024-10-18 17:05:26+00:00
168.0,base,2024-10-18 17:05:26+00:00,2024-10-25 17:05:26+00:00
24.0,high,2024-10-25 17:05:26+00:00,2024-10-26 17:05:26+00:00
24.0,high,2024-10-26 17:05:26+00:00,2024-10-27 17:05:26+00:00
24.0,high,2024-10-27 17:05:26+00:00,2024-10-28 17:05:26+00:00
24.0,high,2024-10-28 17:05:26+00:00,2024-10-29 17:05:26+00:00
24.0,high,2024-10-29 17:05:26+00:00,2024-10-30 17:05:26+00:00
24.0,high,2024-10-30 17:05:26+00:00,2024-10-31 17:05:26+00:00
24.0,high,2024-10-31 17:05:26+00:00,2024-11-01 17:05:26+00:00
24.0,high,2024-11-01 17:05:26+00:00,2024-11-02 17:05:26+00:00
24.0,high,2024-11-02 17:05:26+00:00,2024-11-03 17:05:26+00:00
24.0,high,2024-11-03 17:05:26+00:00,2024-11-04 17:05:26+00:00
24.0,high,2024-11-04 17:05:26+00:00,2024-11-05 17:05:26+00:00
24.0,high,2024-11-05 17:05:26+00:00,2024-11-06 17:05:26+00:00
24.0,high,2024-11-06 17:05:26+00:00,2024-11-07 17:05:26+00:00
24.0,high,2024-11-07 17:05:26+00:00,2024-11-08 17:05:26+00:00
168.0,base,2024-11-08 17:05:26+00:00,2024-11-15 17:05:26+00:00
168.0,base,2024-11-15 17:05:26+00:00,2024-11-22 17:05:26+00:00
336.0,low,2024-11-22 17:05:26+00:00,2024-12-06 17:05:26+00:00
24.0,high,2024-12-06 17:05:26+00:00,2024-12-07 17:05:26+00:00
24.0,high,2024-12-07 17:05:26+00:00,2024-12-08 17:05:26+00:00
24.0,high,2024-12-08 17:05:26+00:00,2024-12-09 17:05:26+00:00
24.0,high,2024-12-09 17:05:26+00:00,2024-12-10 17:05:26+00:00
24.0,high,2024-12-10 17:05:26+00:00,2024-12-11 17:05:26+00:00
24.0,high,2024-12-11 17:05:26+00:00,2024-12-12 17:05:26+00:00
24.0,high,2024-12-12 17:05:26+00:00,2024-12-13 17:05:26+00:00
24.0,high,2024-12-13 17:05:26+00:00,2024-12-14 17:05:26+00:00
24.0,high,2024-12-14 17:05:26+00:00,2024-12-15 17:05:26+00:00
168.0,base,2024-12-15 17:05:26+00:00,2024-12-22 17:05:26+00:00
168.0,base,2024-12-22 17:05:26+00:00,2024-12-29 17:05:26+00:00
168.0,base,2024-12-29 17:05:26+00:00,2025-01-05 17:05:26+00:00
24.0,high,2025-01-05 17:05:26+00:00,2025-01-06 17:05:26+00:00
24.0,high,2025-01-06 17:05:26+00:00,2025-01-07 17:05:26+00:00
24.0,high,2025-01-07 17:05:26+00:00,2025-01-08 17:05:26+00:00
24.0,high,2025-01-08 17:05:26+00:00,2025-01-09 17:05:26+00:00
24.0,high,2025-01-09 17:05:26+00:00,2025-01-10 17:05:26+00:00
168.0,base,2025-01-10 17:05:26+00:00,2025-01-17 17:05:26+00:00
168.0,base,2025-01-17 17:05:26+00:00,2025-01-24 17:05:26+00:00
168.0,base,2025-01-24 17:05:26+00:00,2025-01-31 17:05:26+00:00
168.0,base,2025-01-31 17:05:26+00:00,2025-02-07 17:05:26+00:00
168.0,base,2025-02-07 17:05:26+00:00,2025-02-14 17:05:26+00:00
24.0,high,2025-02-14 17:05:26+00:00,2025-02-15 17:05:26+00:00
168.0,base,2025-02-15 17:05:26+00:00,2025-02-22 17:05:26+00:00
168.0,base,2025-02-22 17:05:26+00:00,2025-03-01 17:05:26+00:00
24.0,high,2025-03-01 17:05:26+00:00,2025-03-02 17:05:26+00:00
24.0,high,2025-03-02 17:05:26+00:00,2025-03-03 17:05:26+00:00
24.0,high,2025-03-03 17:05:26+00:00,2025-03-04 17:05:26+00:00
24.0,high,2025-03-04 17:05:26+00:00,2025-03-05 17:05:26+00:00
24.0,high,2025-03-05 17:05:26+00:00,2025-03-06 17:05:26+00:00
24.0,high,2025-03-06 17:05:26+00:00,2025-03-07 17:05:26+00:00
24.0,high,2025-03-07 17:05:26+00:00,2025-03-08 17:05:26+00:00
24.0,high,2025-03-08 17:05:26+00:00,2025-03-09 17:05:26+00:00
24.0,high,2025-03-09 17:05:26+00:00,2025-03-10 17:05:26+00:00
24.0,high,2025-03-10 17:05:26+00:00,2025-03-11 17:05:26+00:00
24.0,high,2025-03-11 17:05:26+00:00,2025-03-12 17:05:26+00:00
24.0,high,2025-03-12 17:05:26+00:00,2025-03-13 17:05:26+00:00
24.0,high,2025-03-13 17:05:26+00:00,2025-03-14 17:05:26+00:00
24.0,high,2025-03-14 17:05:26+00:00,2025-03-15 17:05:26+00:00
24.0,high,2025-03-15 17:05:26+00:00,2025-03-16 17:05:26+00:00
24.0,high,2025-03-16 17:05:26+00:00,2025-03-17 17:05:26+00:00
24.0,high,2025-03-17 17:05:26+00:00,2025-03-18 17:05:26+00:00
24.0,high,2025-03-18 17:05:26+00:00,2025-03-19 17:05:26+00:00
24.0,high,2025-03-19 17:05:26+00:00,2025-03-20 17:05:26+00:00
24.0,high,2025-03-20 17:05:26+00:00,2025-03-21 17:05:26+00:00
24.0,high,2025-03-21 17:05:26+00:00,2025-03-22 17:05:26+00:00
24.0,high,2025-03-22 17:05:26+00:00,2025-03-23 17:05:26+00:00
24.0,high,2025-03-23 17:05:26+00:00,2025-03-24 17:05:26+00:00
24.0,high,2025-03-24 17:05:26+00:00,2025-03-25 17:05:26+00:00
168.0,base,2025-03-25 17:05:26+00:00,2025-04-01 17:05:26+00:00
168.0,base,2025-04-01 17:05:26+00:00,2025-04-08 17:05:26+00:00
168.0,base,2025-04-08 17:05:26+00:00,2025-04-15 17:05:26+00:00
168.0,base,2025-04-15 17:05:26+00:00,2025-04-22 17:05:26+00:00
